timestep,actual_temp,controlled_temp,actual_load,predicted_temp,action,effective_load
594,44.09,44.09,17.38,44.09,none,17.38
595,43.91,43.91,17.97,43.91,none,17.97
596,44.41,44.41,17.2,44.41,none,17.2
597,43.68,43.68,15.5,43.68,none,15.5
598,43.34,43.34,17.51,43.34,none,17.51
599,43.88,43.88,18.27,43.88,none,18.27
600,44.81,44.81,24.55,44.81,none,24.55
601,46.22,46.22,32.43,46.22,none,32.43
602,47.74,47.74,39.89,47.74,none,39.89
603,50.04,50.04,49.11,50.04,none,49.11
604,52.71,52.71,54.46,52.71,none,54.46
605,54.42,54.42,56.52,54.42,none,56.52
606,56.47,56.47,51.64,56.47,none,51.64
607,58.78,58.78,56.51,58.78,none,56.51
608,59.29,59.29,56.45,59.29,none,56.45
609,61.28,61.28,55.97,61.28,none,55.97
610,61.98,61.98,52.48,61.98,none,52.48
611,63.72,63.72,56.11,63.72,none,56.11
612,64.16,64.16,54.83,64.16,none,54.83
613,64.95,64.95,51.86,64.95,none,51.86
614,66.32,66.32,56.45,66.32,none,56.45
615,65.79,65.79,56.63,65.79,none,56.63
616,66.83,66.83,52.61,66.83,none,52.61
617,67.12,67.12,55.1,67.12,none,55.1
618,67.81,67.81,56.56,67.81,none,56.56
619,68.72,68.72,56.37,68.72,none,56.37
620,68.01,68.01,55.9,68.01,none,55.9
621,68.04,68.04,51.72,68.04,none,51.72
622,68.43,68.43,55.77,68.43,none,55.77
623,68.86,68.86,54.63,68.86,none,54.63
624,69.16,69.16,56.09,69.16,none,56.09
625,69.33,69.33,55.2,69.33,none,55.2
626,70.15,70.15,54.87,70.15,none,54.87
627,70.2,70.2,55.66,70.2,none,55.66
628,70.17,70.17,54.69,70.17,none,54.69
629,70.75,70.75,54.86,70.75,none,54.86
630,70.15,70.15,54.23,70.15,none,54.23
631,70.34,70.34,52.97,70.34,none,52.97
632,70.28,70.28,55.57,70.28,none,55.57
633,70.26,70.26,53.92,70.26,none,53.92
634,70.21,70.21,54.65,70.21,none,54.65
635,69.94,69.94,55.24,69.94,none,55.24
636,69.63,69.63,52.39,69.63,none,52.39
637,70.11,70.11,52.66,70.11,none,52.66
638,70.42,70.42,54.53,70.42,none,54.53
639,70.24,70.24,55.44,70.24,none,55.44
640,69.81,69.81,55.78,69.81,none,55.78
641,70.19,70.19,52.98,70.19,none,52.98
642,70.18,70.18,55.66,70.18,none,55.66
643,70.26,70.26,54.6,70.26,none,54.6
644,70.49,70.49,53.83,70.49,none,53.83
645,70.59,70.59,54.11,70.59,none,54.11
646,70.12,70.12,55.85,70.12,none,55.85
647,70.72,70.72,55.22,70.72,none,55.22
648,70.79,70.79,54.95,70.79,none,54.95
649,70.47,70.47,55.18,70.47,none,55.18
650,70.61,70.61,56.01,70.61,none,56.01
651,70.74,70.74,54.78,70.74,none,54.78
652,69.92,69.92,54.96,69.92,none,54.96
653,70.78,70.78,56.26,70.78,none,56.26
654,70.05,70.05,54.49,70.05,none,54.49
655,70.09,70.09,55.63,70.09,none,55.63
656,70.45,70.45,54.29,70.45,none,54.29
657,69.51,69.51,54.39,69.51,none,54.39
658,70.44,70.44,54.77,70.44,none,54.77
659,70.77,70.77,55.51,70.77,none,55.51
660,69.72,69.72,56.33,69.72,none,56.33
661,70.81,70.81,55.01,70.81,none,55.01
662,70.1,70.1,53.09,70.1,none,53.09
663,70.46,70.46,55.65,70.46,none,55.65
664,70.16,70.16,57.84,70.16,none,57.84
665,70.61,70.61,55.02,70.61,none,55.02
666,70.79,70.79,52.84,70.79,none,52.84
667,70.64,70.64,55.1,70.64,none,55.1
668,70.38,70.38,54.89,70.38,none,54.89
669,70.19,70.19,54.79,70.19,none,54.79
670,70.35,70.35,56.03,70.35,none,56.03
671,70.64,70.64,56.55,70.64,none,56.55
672,70.66,70.66,55.71,70.66,none,55.71
673,70.6,70.6,54.73,70.6,none,54.73
674,69.87,69.87,56.24,69.87,none,56.24
675,70.37,70.37,53.1,70.37,none,53.1
676,70.13,70.13,54.03,70.13,none,54.03
677,70.65,70.65,54.17,70.65,none,54.17
678,70.08,70.08,54.85,70.08,none,54.85
679,69.78,69.78,46.89,69.78,none,46.89
680,68.01,68.01,37.43,68.01,none,37.43
681,65.33,65.33,27.97,65.33,none,27.97
682,63.91,63.91,21.61,63.91,none,21.61
683,60.57,60.57,11.54,60.57,none,11.54
684,58.5,58.5,11.95,58.5,none,11.95
685,55.06,55.06,12.49,55.06,none,12.49
686,53.62,53.62,11.87,53.62,none,11.87
687,51.92,51.92,11.88,51.92,none,11.88
688,50.59,50.59,13.06,50.59,none,13.06
689,48.63,48.63,12.01,48.63,none,12.01
690,48.21,48.21,12.86,48.21,none,12.86
691,47.74,47.74,12.48,47.74,none,12.48
692,46.28,46.28,14.25,46.28,none,14.25
693,45.35,45.35,12.32,45.35,none,12.32
694,44.08,44.08,12.59,44.08,none,12.59
695,43.72,43.72,13.15,43.72,none,13.15
696,43.49,43.49,11.9,43.49,none,11.9
697,42.84,42.84,11.06,42.84,none,11.06
698,43.06,43.06,11.26,43.06,none,11.26
699,42.52,42.52,11.27,42.52,none,11.27
700,43.08,43.08,10.69,43.08,none,10.69
701,41.34,41.34,12.21,41.34,none,12.21
702,41.51,41.51,11.07,41.51,none,11.07
703,40.74,40.74,12.06,40.74,none,12.06
704,40.22,40.22,11.64,40.22,none,11.64
705,41.25,41.25,11.78,41.25,none,11.78
706,41.02,41.02,12.49,41.02,none,12.49
707,40.36,40.36,11.18,40.36,none,11.18
708,40.63,40.63,12.59,40.63,none,12.59
709,40.25,40.25,13.71,40.25,none,13.71
710,40.22,40.22,12.24,40.22,none,12.24
711,40.22,40.22,10.89,40.22,none,10.89
712,39.93,39.93,11.09,39.93,none,11.09
713,39.95,39.95,11.53,39.95,none,11.53
714,39.91,39.91,11.11,39.91,none,11.11
715,40.32,40.32,10.64,40.32,none,10.64
716,39.0,39.0,12.01,39.0,none,12.01
717,39.99,39.99,11.56,39.99,none,11.56
718,39.62,39.62,12.05,39.62,none,12.05
719,39.61,39.61,13.25,39.61,none,13.25
720,39.8,39.8,11.54,39.8,none,11.54
721,39.98,39.98,10.4,39.98,none,10.4
722,39.89,39.89,11.35,39.89,none,11.35
723,39.53,39.53,12.75,39.53,none,12.75
724,40.23,40.23,12.64,40.23,none,12.64
725,39.57,39.57,12.45,39.57,none,12.45
726,39.63,39.63,11.08,39.63,none,11.08
727,40.03,40.03,12.73,40.03,none,12.73
728,40.04,40.04,13.0,40.04,none,13.0
729,39.66,39.66,10.99,39.66,none,10.99
730,38.72,38.72,11.78,38.72,none,11.78
731,39.54,39.54,14.25,39.54,none,14.25
732,39.95,39.95,10.94,39.95,none,10.94
733,40.16,40.16,9.78,40.16,none,9.78
734,39.85,39.85,13.49,39.85,none,13.49
735,39.69,39.69,13.19,39.69,none,13.19
736,40.79,40.79,11.28,40.79,none,11.28
737,39.72,39.72,11.69,39.72,none,11.69
738,40.12,40.12,10.36,40.12,none,10.36
739,39.34,39.34,11.93,39.34,none,11.93
740,39.43,39.43,13.23,39.43,none,13.23
741,40.13,40.13,11.18,40.13,none,11.18
742,40.28,40.28,12.88,40.28,none,12.88
743,39.71,39.71,12.38,39.71,none,12.38
744,39.12,39.12,12.52,39.12,none,12.52
745,39.8,39.8,11.25,39.8,none,11.25
746,39.94,39.94,11.4,39.94,none,11.4
747,39.9,39.9,9.61,39.9,none,9.61
748,39.64,39.64,11.15,39.64,none,11.15
749,39.8,39.8,13.22,39.8,none,13.22
750,39.56,39.56,10.71,39.56,none,10.71
751,39.42,39.42,10.89,39.42,none,10.89
752,40.16,40.16,12.6,40.16,none,12.6
753,39.9,39.9,12.31,39.9,none,12.31
754,39.8,39.8,12.65,39.8,none,12.65
755,39.66,39.66,10.43,39.66,none,10.43
756,39.79,39.79,14.9,39.79,none,14.9
757,39.92,39.92,10.37,39.92,none,10.37
758,40.55,40.55,12.01,40.55,none,12.01
759,40.12,40.12,11.64,40.12,none,11.64
760,39.59,39.59,10.4,39.59,none,10.4
761,39.6,39.6,11.38,39.6,none,11.38
762,39.53,39.53,11.85,39.53,none,11.85
763,39.78,39.78,11.05,39.78,none,11.05
764,39.53,39.53,12.95,39.53,none,12.95
765,40.05,40.05,11.63,40.05,none,11.63
766,38.8,38.8,10.22,38.8,none,10.22
767,40.07,40.07,10.12,40.07,none,10.12
768,39.97,39.97,12.55,39.97,none,12.55
769,40.36,40.36,10.04,40.36,none,10.04
770,40.21,40.21,12.21,40.21,none,12.21
771,39.58,39.58,12.36,39.58,none,12.36
772,40.16,40.16,10.63,40.16,none,10.63
773,39.79,39.79,12.9,39.79,none,12.9
774,39.08,39.08,9.77,39.08,none,9.77
775,39.92,39.92,12.18,39.92,none,12.18
776,39.61,39.61,11.78,39.61,none,11.78
777,39.86,39.86,11.68,39.86,none,11.68
778,40.52,40.52,10.41,40.52,none,10.41
779,39.95,39.95,10.7,39.95,none,10.7
780,39.45,39.45,13.77,39.45,none,13.77
781,40.24,40.24,13.29,40.24,none,13.29
782,40.0,40.0,12.72,40.0,none,12.72
783,39.4,39.4,12.95,39.4,none,12.95
784,39.22,39.22,12.84,39.22,none,12.84
785,39.47,39.47,11.44,39.47,none,11.44
786,40.76,40.76,18.49,40.76,none,18.49
787,41.37,41.37,23.28,41.37,none,23.28
788,43.03,43.03,31.55,43.03,none,31.55
789,44.37,44.37,39.69,44.37,none,39.69
790,47.52,47.52,44.09,47.52,none,44.09
791,48.36,48.36,46.11,48.36,none,46.11
792,50.64,50.64,44.99,50.64,none,44.99
793,52.59,52.59,43.22,52.59,none,43.22
794,53.3,53.3,43.55,53.3,none,43.55
795,55.16,55.16,45.98,55.16,none,45.98
796,55.58,55.58,45.54,55.58,none,45.54
797,56.33,56.33,45.0,56.33,none,45.0
798,58.11,58.11,44.55,58.11,none,44.55
799,58.34,58.34,45.13,58.34,none,45.13
800,59.08,59.08,45.94,59.08,none,45.94
801,59.81,59.81,46.65,59.81,none,46.65
802,58.81,58.81,46.71,58.81,none,46.71
803,60.51,60.51,45.33,60.51,none,45.33
804,60.3,60.3,44.67,60.3,none,44.67
805,60.66,60.66,45.05,60.66,none,45.05
806,61.35,61.35,45.51,61.35,none,45.51
807,61.27,61.27,45.5,61.27,none,45.5
808,61.86,61.86,46.45,61.86,none,46.45
809,61.78,61.78,47.42,61.78,none,47.42
810,62.02,62.02,44.63,62.02,none,44.63
811,61.9,61.9,47.47,61.9,none,47.47
812,61.79,61.79,46.29,61.79,none,46.29
813,62.02,62.02,44.76,62.02,none,44.76
814,62.37,62.37,46.68,62.37,none,46.68
815,63.23,63.23,46.9,63.23,none,46.9
816,63.15,63.15,44.33,63.15,none,44.33
817,62.36,62.36,46.96,62.36,none,46.96
818,62.7,62.7,46.17,62.7,none,46.17
819,62.61,62.61,47.72,62.61,none,47.72
820,62.82,62.82,44.37,62.82,none,44.37
821,62.9,62.9,44.45,62.9,none,44.45
822,63.04,63.04,42.45,63.04,none,42.45
823,61.7,61.7,45.56,61.7,none,45.56
824,63.03,63.03,45.33,63.03,none,45.33
825,62.75,62.75,44.2,62.75,none,44.2
826,62.64,62.64,44.78,62.64,none,44.78
827,63.26,63.26,43.31,63.26,none,43.31
828,63.54,63.54,46.32,63.54,none,46.32
829,63.24,63.24,44.29,63.24,none,44.29
830,62.77,62.77,48.59,62.77,none,48.59
831,62.56,62.56,44.67,62.56,none,44.67
832,61.79,61.79,43.97,61.79,none,43.97
833,63.08,63.08,44.38,63.08,none,44.38
834,63.24,63.24,43.18,63.24,none,43.18
835,62.97,62.97,45.46,62.97,none,45.46
836,63.39,63.39,44.38,63.39,none,44.38
837,62.5,62.5,46.24,62.5,none,46.24
838,62.96,62.96,44.55,62.96,none,44.55
839,62.93,62.93,46.54,62.93,none,46.54
840,62.99,62.99,45.79,62.99,none,45.79
841,63.5,63.5,44.91,63.5,none,44.91
842,63.0,63.0,46.78,63.0,none,46.78
843,62.92,62.92,46.02,62.92,none,46.02
844,62.67,62.67,48.41,62.67,none,48.41
845,63.57,63.57,44.39,63.57,none,44.39
846,62.47,62.47,44.97,62.47,none,44.97
847,62.82,62.82,46.76,62.82,none,46.76
848,63.72,63.72,43.03,63.72,none,43.03
849,63.24,63.24,46.46,63.24,none,46.46
850,63.04,63.04,45.41,63.04,none,45.41
851,63.06,63.06,43.81,63.06,none,43.81
852,62.67,62.67,43.24,62.67,none,43.24
853,63.02,63.02,44.07,63.02,none,44.07
854,62.91,62.91,42.14,62.91,none,42.14
855,63.47,63.47,48.06,63.47,none,48.06
856,63.44,63.44,53.17,63.44,none,53.17
857,65.11,65.11,55.62,65.11,none,55.62
858,66.51,66.51,61.63,66.51,none,61.63
859,67.38,67.38,65.73,67.38,none,65.73
860,68.91,68.91,65.27,68.91,none,65.27
861,69.81,69.81,64.01,69.81,none,64.01
862,70.36,70.36,60.95,70.36,none,60.95
863,70.97,70.97,62.89,70.97,none,62.89
864,71.72,71.72,63.57,71.72,none,63.57
865,72.82,72.82,62.66,72.82,none,62.66
866,73.21,73.21,63.57,73.21,none,63.57
867,74.21,74.21,65.67,74.21,none,65.67
868,74.43,74.43,61.76,74.43,none,61.76
869,74.78,74.78,65.91,74.78,none,65.91
870,74.88,74.88,64.8,74.88,none,64.8
871,74.67,74.67,64.06,74.67,none,64.06
872,75.42,75.42,62.88,75.42,none,62.88
873,75.53,75.53,62.69,75.53,none,62.69
874,75.23,75.23,61.78,75.23,none,61.78
875,76.33,76.33,65.8,76.33,none,65.8
876,76.43,76.43,65.58,76.43,none,65.58
877,75.65,75.65,62.05,75.65,none,62.05
878,75.77,75.77,61.04,75.77,none,61.04
879,75.54,75.54,60.2,75.54,none,60.2
880,75.59,75.59,57.29,75.59,none,57.29
881,74.99,74.99,53.32,74.99,none,53.32
882,74.14,74.14,52.8,74.14,none,52.8
883,73.64,73.64,55.93,73.64,none,55.93
884,72.51,72.51,52.88,72.51,none,52.88
885,72.72,72.72,53.39,72.72,none,53.39
886,72.14,72.14,52.22,72.14,none,52.22
887,71.56,71.56,54.3,71.56,none,54.3
888,70.92,70.92,53.73,70.92,none,53.73
889,71.28,71.28,52.7,71.28,none,52.7
890,71.18,71.18,52.02,71.18,none,52.02
891,70.16,70.16,55.28,70.16,none,55.28
892,70.67,70.67,51.66,70.67,none,51.66
893,70.55,70.55,54.19,70.55,none,54.19
894,70.15,70.15,51.01,70.15,none,51.01
895,70.4,70.4,54.44,70.4,none,54.44
896,70.1,70.1,54.75,70.1,none,54.75
897,70.17,70.17,54.9,70.17,none,54.9
898,70.19,70.19,53.4,70.19,none,53.4
899,70.12,70.12,55.49,70.12,none,55.49
900,70.26,70.26,56.36,70.26,none,56.36
901,69.93,69.93,53.2,69.93,none,53.2
902,69.56,69.56,53.05,69.56,none,53.05
903,69.45,69.45,53.77,69.45,none,53.77
904,69.25,69.25,53.02,69.25,none,53.02
905,69.7,69.7,52.84,69.7,none,52.84
906,70.14,70.14,52.95,70.14,none,52.95
907,69.45,69.45,55.65,69.45,none,55.65
908,69.75,69.75,54.52,69.75,none,54.52
909,69.25,69.25,53.01,69.25,none,53.01
910,69.61,69.61,50.64,69.61,none,50.64
911,70.03,70.03,51.74,70.03,none,51.74
912,69.78,69.78,54.19,69.78,none,54.19
913,68.87,68.87,51.04,68.87,none,51.04
914,69.72,69.72,53.94,69.72,none,53.94
915,69.73,69.73,52.31,69.73,none,52.31
916,69.54,69.54,53.7,69.54,none,53.7
917,69.73,69.73,53.67,69.73,none,53.67
918,69.13,69.13,53.73,69.13,none,53.73
919,69.48,69.48,53.12,69.48,none,53.12
920,69.9,69.9,53.08,69.9,none,53.08
921,69.86,69.86,52.72,69.86,none,52.72
922,69.67,69.67,54.17,69.67,none,54.17
923,69.09,69.09,54.56,69.09,none,54.56
924,69.02,69.02,52.13,69.02,none,52.13
925,69.48,69.48,53.53,69.48,none,53.53
926,69.51,69.51,53.83,69.51,none,53.83
927,69.4,69.4,53.81,69.4,none,53.81
928,69.11,69.11,53.79,69.11,none,53.79
929,69.61,69.61,53.11,69.61,none,53.11
930,69.48,69.48,53.92,69.48,none,53.92
931,69.55,69.55,54.33,69.55,none,54.33
932,69.67,69.67,53.76,69.67,none,53.76
933,69.32,69.32,54.2,69.32,none,54.2
934,69.23,69.23,54.78,69.23,none,54.78
935,69.87,69.87,51.37,69.87,none,51.37
936,69.12,69.12,54.72,69.12,none,54.72
937,69.24,69.24,54.0,69.24,none,54.0
938,69.92,69.92,52.26,69.92,none,52.26
939,69.21,69.21,54.55,69.21,none,54.55
940,69.39,69.39,53.11,69.39,none,53.11
941,69.26,69.26,53.28,69.26,none,53.28
942,68.71,68.71,52.98,68.71,none,52.98
943,69.38,69.38,53.95,69.38,none,53.95
944,69.02,69.02,52.65,69.02,none,52.65
945,69.53,69.53,54.67,69.53,none,54.67
946,69.87,69.87,53.42,69.87,none,53.42
947,68.54,68.54,53.15,68.54,none,53.15
948,69.26,69.26,54.49,69.26,none,54.49
949,69.61,69.61,53.21,69.61,none,53.21
950,68.55,68.55,54.73,68.55,none,54.73
951,69.96,69.96,54.77,69.96,none,54.77
952,69.58,69.58,51.99,69.58,none,51.99
953,69.86,69.86,54.92,69.86,none,54.92
954,69.2,69.2,51.84,69.2,none,51.84
955,69.25,69.25,55.0,69.25,none,55.0
956,69.36,69.36,56.02,69.36,none,56.02
957,70.28,70.28,54.64,70.28,none,54.64
958,69.95,69.95,51.0,69.95,none,51.0
959,69.48,69.48,54.87,69.48,none,54.87
960,69.73,69.73,58.49,69.73,none,58.49
961,70.26,70.26,57.63,70.26,none,57.63
962,71.51,71.51,60.16,71.51,none,60.16
963,71.38,71.38,60.98,71.38,none,60.98
964,72.04,72.04,64.98,72.04,none,64.98
965,72.59,72.59,66.13,72.59,none,66.13
966,73.43,73.43,65.44,73.43,none,65.44
967,73.64,73.64,68.38,73.64,none,68.38
968,74.54,74.54,64.65,74.54,none,64.65
969,74.18,74.18,62.65,74.18,none,62.65
970,75.01,75.01,64.81,75.01,none,64.81
971,75.72,75.72,61.71,75.72,none,61.71
972,75.85,75.85,63.97,75.85,none,63.97
973,75.75,75.75,66.56,75.75,none,66.56
974,76.06,76.06,65.0,76.06,none,65.0
975,76.75,76.75,64.82,76.75,none,64.82
976,76.01,76.01,66.79,76.01,none,66.79
977,76.15,76.15,64.28,76.15,none,64.28
978,76.39,76.39,66.12,76.39,none,66.12
979,76.86,76.86,64.76,76.86,none,64.76
980,76.42,76.42,65.06,76.42,none,65.06
981,77.42,77.42,63.15,77.42,none,63.15
982,76.75,76.75,64.03,76.75,none,64.03
983,77.27,77.27,62.93,77.27,none,62.93
984,77.0,77.0,64.49,77.0,none,64.49
985,77.26,77.26,65.08,77.26,none,65.08
986,76.68,76.68,63.28,76.68,none,63.28
987,77.76,77.76,67.07,77.76,none,67.07
988,77.01,77.01,64.94,77.01,none,64.94
989,77.0,77.0,64.68,77.0,none,64.68
990,78.4,78.4,65.53,78.4,none,65.53
991,77.69,77.69,63.61,77.69,none,63.61
992,77.87,77.87,64.8,77.87,none,64.8
993,77.97,77.97,66.71,77.97,none,66.71
994,78.14,78.14,72.4,78.14,none,72.4
995,78.55,78.55,72.23,78.55,none,72.23
996,79.9,79.9,76.53,79.9,none,76.53
997,80.73,80.73,79.82,80.73,throttle,39.91
998,81.73,79.86333333333334,79.9,79.86333333333334,none,79.9
999,82.31,80.57666666666667,78.72,80.57666666666667,throttle,39.36
1000,83.73,80.26333333333335,78.35,80.26333333333335,throttle,39.175
1001,84.97,79.90333333333334,78.74,79.90333333333334,none,78.74
1002,85.13,80.46333333333334,80.06,80.46333333333334,throttle,40.03
1003,85.36,79.22666666666667,79.25,79.22666666666667,none,79.25
1004,85.82,80.22,80.38,80.22,throttle,40.19
1005,85.0,78.06666666666668,79.99,78.06666666666668,none,79.99
1006,86.38,80.11333333333333,76.69,80.11333333333333,throttle,38.345
1007,86.27,78.80333333333334,79.72,78.80333333333334,none,79.72
1008,87.15,80.48333333333333,82.12,80.48333333333333,throttle,41.06
1009,87.22,79.48666666666668,81.01,79.48666666666668,none,81.01
1010,87.17,80.36999999999999,79.93,80.36999999999999,throttle,39.965
1011,87.73,79.99666666666668,78.15,79.99666666666668,none,78.15
1012,87.88,81.21333333333331,79.99,81.21333333333331,throttle,39.995
1013,88.57,80.97000000000001,80.31,80.97000000000001,throttle,40.155
1014,88.36,79.95999999999998,79.12,79.95999999999998,none,79.12
1015,88.27,80.93666666666668,79.8,80.93666666666668,throttle,39.9
1016,87.89,79.62333333333332,81.23,79.62333333333332,none,81.23
1017,87.4,80.20000000000002,73.03,80.20000000000002,throttle,36.515
1018,87.18,79.04666666666667,67.42,79.04666666666667,none,67.42
1019,85.58,78.51333333333334,64.15,78.51333333333334,none,64.15
1020,84.13,77.99666666666666,58.51,77.99666666666666,none,58.51
1021,82.5,77.3,53.83,77.3,none,53.83
1022,79.83,75.42999999999999,53.27,75.42999999999999,none,53.27
1023,79.53,75.92999999999999,51.91,75.92999999999999,none,51.91
1024,78.07,75.13666666666666,53.11,75.13666666666666,none,53.11
1025,75.74,73.47333333333331,51.22,73.47333333333331,none,51.22
1026,76.52,74.78666666666666,52.29,74.78666666666666,none,52.29
1027,74.84,73.63999999999999,53.19,73.63999999999999,none,53.19
1028,73.77,72.97,52.16,72.97,none,52.16
1029,73.51,72.97666666666666,55.55,72.97666666666666,none,55.55
1030,72.33,72.06333333333333,50.32,72.06333333333333,none,50.32
1031,72.44,72.30666666666666,51.93,72.30666666666666,none,51.93
1032,71.46,71.46,51.47,71.46,none,51.47
1033,72.2,72.2,51.75,72.2,none,51.75
1034,71.08,71.08,51.82,71.08,none,51.82
1035,71.02,71.02,51.0,71.02,none,51.0
1036,70.19,70.19,53.49,70.19,none,53.49
1037,70.6,70.6,51.93,70.6,none,51.93
1038,70.07,70.07,52.79,70.07,none,52.79
1039,69.34,69.34,52.07,69.34,none,52.07
1040,69.65,69.65,51.76,69.65,none,51.76
1041,70.39,70.39,54.6,70.39,none,54.6
1042,69.85,69.85,53.7,69.85,none,53.7
1043,69.25,69.25,50.35,69.25,none,50.35
1044,68.56,68.56,50.22,68.56,none,50.22
1045,68.9,68.9,53.84,68.9,none,53.84
1046,68.6,68.6,51.97,68.6,none,51.97
1047,68.37,68.37,50.61,68.37,none,50.61
1048,69.37,69.37,53.85,69.37,none,53.85
1049,69.03,69.03,52.79,69.03,none,52.79
1050,69.69,69.69,52.89,69.69,none,52.89
1051,68.53,68.53,53.56,68.53,none,53.56
1052,68.9,68.9,51.02,68.9,none,51.02
1053,68.32,68.32,50.63,68.32,none,50.63
1054,68.61,68.61,54.49,68.61,none,54.49
1055,68.74,68.74,50.87,68.74,none,50.87
1056,68.66,68.66,51.12,68.66,none,51.12
1057,68.82,68.82,51.36,68.82,none,51.36
1058,69.17,69.17,55.09,69.17,none,55.09
1059,69.12,69.12,53.18,69.12,none,53.18
1060,68.45,68.45,53.75,68.45,none,53.75
1061,68.74,68.74,52.83,68.74,none,52.83
1062,69.06,69.06,51.87,69.06,none,51.87
1063,69.15,69.15,53.35,69.15,none,53.35
1064,68.47,68.47,50.72,68.47,none,50.72
1065,69.01,69.01,51.28,69.01,none,51.28
1066,68.85,68.85,53.47,68.85,none,53.47
1067,68.29,68.29,50.96,68.29,none,50.96
1068,69.03,69.03,52.36,69.03,none,52.36
1069,68.77,68.77,52.42,68.77,none,52.42
1070,68.01,68.01,51.96,68.01,none,51.96
1071,68.59,68.59,50.25,68.59,none,50.25
1072,68.72,68.72,51.84,68.72,none,51.84
1073,68.46,68.46,51.6,68.46,none,51.6
1074,69.19,69.19,52.78,69.19,none,52.78
1075,69.2,69.2,52.72,69.2,none,52.72
1076,68.54,68.54,53.04,68.54,none,53.04
1077,68.5,68.5,51.78,68.5,none,51.78
1078,68.64,68.64,53.22,68.64,none,53.22
1079,68.61,68.61,50.72,68.61,none,50.72
1080,68.46,68.46,50.4,68.46,none,50.4
1081,67.21,67.21,49.79,67.21,none,49.79
1082,69.39,69.39,51.99,69.39,none,51.99
1083,68.69,68.69,51.69,68.69,none,51.69
1084,68.62,68.62,53.54,68.62,none,53.54
1085,68.82,68.82,51.81,68.82,none,51.81
1086,68.66,68.66,52.92,68.66,none,52.92
1087,68.52,68.52,53.57,68.52,none,53.57
1088,68.29,68.29,51.77,68.29,none,51.77
1089,68.49,68.49,58.77,68.49,none,58.77
1090,69.7,69.7,65.44,69.7,none,65.44
1091,71.23,71.23,68.58,71.23,none,68.58
1092,73.75,73.75,75.92,73.75,none,75.92
1093,75.93,75.93,80.9,75.93,none,80.9
1094,77.16,77.16,80.31,77.16,none,80.31
1095,78.09,78.09,79.87,78.09,none,79.87
1096,80.6,80.6,80.29,80.6,throttle,40.145
1097,81.68,79.81333333333335,81.79,79.81333333333335,none,81.79
1098,82.77,81.03666666666666,79.79,81.03666666666666,throttle,39.895
1099,84.3,80.83333333333334,81.06,80.83333333333334,throttle,40.53
1100,84.81,79.74333333333334,82.69,79.74333333333334,none,82.69
1101,85.1,80.43333333333334,82.26,80.43333333333334,throttle,41.13
1102,85.66,79.52666666666667,81.08,79.52666666666667,none,81.08
1103,86.6,81.0,83.75,81.0,throttle,41.875
1104,86.83,79.89666666666668,83.99,79.89666666666668,none,83.99
1105,87.6,81.33333333333333,81.75,81.33333333333333,throttle,40.875
1106,88.42,80.95333333333335,78.76,80.95333333333335,throttle,39.38
1107,87.79,79.25666666666667,82.78,79.25666666666667,none,82.78
1108,88.66,81.06,78.97,81.06,throttle,39.485
1109,89.25,80.71666666666667,83.49,80.71666666666667,throttle,41.745
1110,89.07,79.73666666666666,83.02,79.73666666666666,none,83.02
1111,89.58,81.44666666666666,83.85,81.44666666666666,throttle,41.925
1112,89.35,80.41666666666667,82.03,80.41666666666667,throttle,41.015
1113,89.68,80.08,81.28,80.08,throttle,40.64
1114,89.92,79.65333333333335,81.18,79.65333333333335,none,81.18
1115,89.63,80.56333333333332,81.06,80.56333333333332,throttle,40.53
1116,90.75,81.01666666666668,82.9,81.01666666666668,throttle,41.45
1117,90.27,79.86999999999999,82.57,79.86999999999999,none,82.57
1118,90.64,81.57333333333334,81.86,81.57333333333334,throttle,40.93
1119,90.61,80.87666666666667,80.85,80.87666666666667,throttle,40.425
1120,90.38,80.11333333333333,84.87,80.11333333333333,throttle,42.435
1121,90.85,80.05,82.81,80.05,throttle,41.405
1122,90.42,79.08666666666667,79.8,79.08666666666667,none,79.8
1123,89.3,79.43333333333332,72.93,79.43333333333332,none,72.93
1124,88.18,79.64666666666668,66.51,79.64666666666668,none,66.51
1125,85.76,78.42666666666666,56.27,78.42666666666666,none,56.27
1126,82.82,76.68666666666665,49.48,76.68666666666665,none,49.48
1127,80.38,75.31333333333332,42.04,75.31333333333332,none,42.04
1128,78.18,74.04666666666667,36.83,74.04666666666667,none,36.83
1129,76.33,72.99666666666666,40.77,72.99666666666666,none,40.77
1130,73.6,71.06666666666665,40.81,71.06666666666665,none,40.81
1131,72.62,70.75333333333333,40.4,70.75333333333333,none,40.4
1132,70.23,68.89666666666666,41.26,68.89666666666666,none,41.26
1133,69.03,68.22999999999999,41.68,68.22999999999999,none,41.68
1134,68.82,68.41999999999999,41.07,68.41999999999999,none,41.07
1135,67.25,67.11666666666666,40.45,67.11666666666666,none,40.45
1136,66.28,66.28,41.65,66.28,none,41.65
1137,65.67,65.67,40.95,65.67,none,40.95
1138,64.42,64.42,40.62,64.42,none,40.62
1139,64.18,64.18,39.32,64.18,none,39.32
1140,63.8,63.8,39.02,63.8,none,39.02
1141,63.84,63.84,39.3,63.84,none,39.3
1142,62.28,62.28,41.23,62.28,none,41.23
1143,63.31,63.31,40.8,63.31,none,40.8
1144,62.25,62.25,39.12,62.25,none,39.12
